year,imm
2012,42
2012,96
2012,94
2012,99
2012,63
2012,91
2012,98
2012,86
2012,88
2012,94
2012,87
2012,98
2012,97
2012,97
2012,94
2012,97
2012,76
2012,84
2012,92
2012,83
2012,87
2012,98
2012,86
2012,95
2012,99
2012,95
2012,87
2012,46
2012,68
2012,52
2012,99
2012,95
2012,99
2012,94
2012,85
2012,73
2012,98
2012,61
2012,94
2012,97
2012,98
2012,73
2012,72
2012,81
2012,85
2012,96
2012,99
2012,98
2012,83
2012,79
2012,96
2012,96
2012,99
2012,79
2012,87
2012,96
2012,63
2012,82
2012,97
2013,94
2013,94
2013,98
2013,99
2013,90
2013,97
2013,83
2013,81
2013,90
2013,95
2013,99
2013,89
2013,96
2013,98
2013,98
2013,95
2013,93
2013,98
2013,93
2013,92
2013,57
2013,99
2013,95
2013,95
2013,59
2013,96
2013,97
2013,92
2013,98
2013,92
2013,99
2013,91
2013,87
2013,99
2013,96
2013,99
2013,68
2013,94
2013,87
2013,92
2013,97
2013,96
2013,95
2013,82
2013,98
2013,91
2013,79
2013,83
2013,90
2013,25
2013,57
2013,90
2013,92
2013,85
2013,76
2013,80
2013,91
2013,69
2013,94
2013,99
2013,86
2013,99
2013,89
2013,80
2013,93
2013,83
2013,97
2013,96
2013,94
2013,42
2013,94
2013,96
2013,55
2013,94
2013,97
2013,70
2013,96
2013,97
2013,89
2013,99
2013,94
2013,85
2013,39
2013,81
2013,99
2013,65
2013,97
2013,99
2013,91
2013,98
2013,63
2013,92
2013,98
2013,94
2013,97
2013,99
2013,94
2013,91
2013,99
2013,99
2013,99
2013,82
2013,96
2013,79
2013,90
2013,74
2013,96
2013,93
2013,99
2013,63
2013,88
2013,95
2013,99
2013,62
2013,99
2013,79
2013,80
2013,99
2013,91
2013,91
2013,90
2013,97
2013,88
2013,99
2013,85
2013,86
2013,82
2013,97
2013,88
2013,92
2013,99
2013,76
2013,43
2013,96
2013,93
2013,99
2013,68
2013,99
2013,92
2013,89
2013,88
2013,85
2013,87
2013,98
2013,98
2013,97
2013,92
2013,95
2013,90
2013,82
2013,91
2013,84
2013,92
2013,97
2013,85
2013,95
2013,98
2013,94
2013,76
2013,46
2013,66
2013,30
2013,99
2013,99
2013,99
2013,99
2013,85
2013,93
2013,97
2013,58
2013,92
2013,99
2013,99
2013,70
2013,72
2013,86
2013,91
2013,94
2013,99
2013,96
2013,84
2013,79
2013,98
2013,96
2013,97
2013,84
2013,85
2013,98
2013,70
2013,80
2013,93
2014,95
2014,94
2014,97
2014,99
2014,91
2014,97
2014,85
2014,75
2014,87
2014,98
2014,99
2014,97
2014,96
2014,98
2014,98
2014,96
2014,94
2014,94
2014,93
2014,92
2014,60
2014,98
2014,95
2014,96
2014,56
2014,93
2014,97
2014,96
2014,98
2014,92
2014,99
2014,94
2014,95
2014,99
2014,96
2014,95
2014,68
2014,97
2014,89
2014,89
2014,97
2014,97
2014,93
2014,88
2014,94
2014,93
2014,83
2014,80
2014,90
2014,49
2014,45
2014,97
2014,91
2014,86
2014,77
2014,80
2014,95
2014,59
2014,94
2014,99
2014,86
2014,99
2014,90
2014,71
2014,94
2014,88
2014,85
2014,93
2014,95
2014,44
2014,93
2014,97
2014,54
2014,94
2014,96
2014,61
2014,96
2014,92
2014,92
2014,97
2014,94
2014,67
2014,28
2014,81
2014,99
2014,53
2014,97
2014,99
2014,90
2014,99
2014,57
2014,93
2014,97
2014,92
2014,98
2014,99
2014,95
2014,88
2014,99
2014,94
2014,96
2014,87
2014,95
2014,79
2014,90
2014,58
2014,93
2014,93
2014,99
2014,64
2014,85
2014,94
2014,99
2014,61
2014,98
2014,79
2014,75
2014,98
2014,83
2014,90
2014,89
2014,98
2014,76
2014,99
2014,85
2014,88
2014,83
2014,98
2014,88
2014,93
2014,99
2014,73
2014,44
2014,93
2014,94
2014,99
2014,71
2014,83
2014,90
2014,84
2014,84
2014,89
2014,79
2014,97
2014,98
2014,99
2014,89
2014,97
2014,82
2014,81
2014,92
2014,80
2014,86
2014,99
2014,80
2014,95
2014,97
2014,94
2014,76
2014,46
2014,71
2014,22
2014,99
2014,93
2014,99
2014,99
2014,86
2014,85
2014,97
2014,54
2014,98
2014,99
2014,99
2014,74
2014,82
2014,85
2014,96
2014,98
2014,99
2014,94
2014,85
2014,56
2014,99
2014,96
2014,99
2014,90
2014,89
2014,97
2014,67
2014,85
2014,92
2015,89
2015,95
2015,96
2015,99
2015,91
2015,97
2015,87
2015,75
2015,85
2015,96
2015,98
2015,97
2015,95
2015,98
2015,98
2015,96
2015,94
2015,97
2015,93
2015,92
2015,62
2015,97
2015,95
2015,96
2015,51
2015,91
2015,97
2015,96
2015,98
2015,94
2015,99
2015,94
2015,96
2015,99
2015,96
2015,96
2015,74
2015,97
2015,95
2015,83
2015,97
2015,96
2015,92
2015,88
2015,93
2015,92
2015,84
2015,79
2015,90
2015,49
2015,46
2015,96
2015,94
2015,90
2015,79
2015,80
2015,93
2015,69
2015,93
2015,99
2015,90
2015,99
2015,91
2015,74
2015,96
2015,90
2015,84
2015,92
2015,95
2015,27
2015,93
2015,89
2015,65
2015,94
2015,95
2015,68
2015,97
2015,96
2015,89
2015,97
2015,99
2015,77
2015,48
2015,81
2015,99
2015,53
2015,97
2015,99
2015,93
2015,99
2015,57
2015,93
2015,98
2015,91
2015,94
2015,99
2015,96
2015,84
2015,98
2015,93
2015,99
2015,88
2015,96
2015,79
2015,90
2015,64
2015,98
2015,94
2015,99
2015,58
2015,87
2015,93
2015,99
2015,61
2015,89
2015,75
2015,70
2015,99
2015,74
2015,89
2015,88
2015,98
2015,64
2015,99
2015,85
2015,84
2015,85
2015,98
2015,85
2015,93
2015,99
2015,75
2015,42
2015,89
2015,95
2015,99
2015,75
2015,95
2015,93
2015,79
2015,78
2015,92
2015,82
2015,96
2015,98
2015,99
2015,86
2015,96
2015,69
2015,84
2015,93
2015,80
2015,86
2015,98
2015,78
2015,95
2015,95
2015,94
2015,75
2015,46
2015,76
2015,20
2015,99
2015,95
2015,97
2015,99
2015,87
2015,94
2015,97
2015,53
2015,97
2015,99
2015,99
2015,70
2015,85
2015,85
2015,89
2015,98
2015,99
2015,94
2015,80
2015,56
2015,99
2015,96
2015,99
2015,76
2015,92
2015,97
2015,67
2015,90
2015,86
2016,90
2016,95
2016,95
2016,99
2016,90
2016,97
2016,88
2016,76
2016,89
2016,96
2016,98
2016,96
2016,94
2016,98
2016,98
2016,97
2016,94
2016,98
2016,92
2016,92
2016,62
2016,96
2016,94
2016,97
2016,45
2016,88
2016,97
2016,95
2016,98
2016,89
2016,99
2016,94
2016,92
2016,98
2016,96
2016,95
2016,74
2016,97
2016,94
2016,68
2016,97
2016,98
2016,92
2016,88
2016,93
2016,93
2016,84
2016,78
2016,90
2016,49
2016,37
2016,93
2016,93
2016,90
2016,77
2016,67
2016,93
2016,74
2016,90
2016,99
2016,90
2016,98
2016,94
2016,75
2016,96
2016,85
2016,86
2016,95
2016,90
2016,30
2016,93
2016,89
2016,66
2016,94
2016,94
2016,64
2016,97
2016,93
2016,89
2016,97
2016,95
2016,86
2016,48
2016,81
2016,99
2016,53
2016,97
2016,99
2016,91
2016,99
2016,66
2016,92
2016,97
2016,95
2016,96
2016,99
2016,96
2016,80
2016,99
2016,99
2016,97
2016,76
2016,93
2016,79
2016,90
2016,80
2016,97
2016,94
2016,99
2016,58
2016,81
2016,93
2016,99
2016,61
2016,93
2016,75
2016,72
2016,92
2016,70
2016,88
2016,88
2016,98
2016,47
2016,99
2016,85
2016,91
2016,75
2016,98
2016,83
2016,92
2016,99
2016,76
2016,42
2016,82
2016,96
2016,99
2016,75
2016,96
2016,95
2016,70
2016,85
2016,88
2016,80
2016,96
2016,98
2016,99
2016,86
2016,95
2016,68
2016,82
2016,93
2016,93
2016,82
2016,97
2016,85
2016,95
2016,95
2016,92
2016,82
2016,46
2016,75
2016,20
2016,99
2016,98
2016,99
2016,99
2016,86
2016,97
2016,97
2016,62
2016,97
2016,90
2016,99
2016,70
2016,87
2016,84
2016,86
2016,96
2016,99
2016,96
2016,80
2016,42
2016,99
2016,95
2016,99
2016,84
2016,88
2016,99
2016,70
2016,93
2016,95
2017,89
2017,95
2017,97
2017,99
2017,90
2017,97
2017,88
2017,75
2017,92
2017,96
2017,98
2017,96
2017,93
2017,98
2017,96
2017,96
2017,95
2017,96
2017,92
2017,92
2017,62
2017,96
2017,88
2017,99
2017,42
2017,88
2017,96
2017,96
2017,98
2017,90
2017,99
2017,94
2017,92
2017,97
2017,96
2017,90
2017,74
2017,97
2017,83
2017,69
2017,97
2017,97
2017,94
2017,88
2017,90
2017,96
2017,84
2017,77
2017,89
2017,49
2017,37
2017,93
2017,93
2017,90
2017,80
2017,70
2017,96
2017,78
2017,89
2017,99
2017,90
2017,97
2017,97
2017,75
2017,77
2017,86
2017,81
2017,94
2017,85
2017,30
2017,93
2017,89
2017,65
2017,94
2017,94
2017,63
2017,90
2017,95
2017,95
2017,97
2017,85
2017,86
2017,48
2017,81
2017,99
2017,53
2017,97
2017,99
2017,92
2017,99
2017,71
2017,92
2017,98
2017,95
2017,93
2017,99
2017,89
2017,81
2017,99
2017,99
2017,95
2017,82
2017,96
2017,79
2017,90
2017,87
2017,94
2017,94
2017,99
2017,58
2017,83
2017,93
2017,99
2017,61
2017,91
2017,83
2017,78
2017,89
2017,76
2017,93
2017,87
2017,99
2017,58
2017,99
2017,85
2017,83
2017,80
2017,95
2017,90
2017,93
2017,99
2017,78
2017,42
2017,83
2017,96
2017,99
2017,76
2017,96
2017,98
2017,62
2017,92
2017,83
2017,89
2017,96
2017,98
2017,99
2017,86
2017,95
2017,58
2017,82
2017,90
2017,90
2017,86
2017,99
2017,80
2017,95
2017,96
2017,93
2017,84
2017,46
2017,60
2017,20
2017,99
2017,93
2017,87
2017,99
2017,90
2017,97
2017,97
2017,67
2017,98
2017,99
2017,99
2017,70
2017,91
2017,85
2017,93
2017,98
2017,99
2017,95
2017,80
2017,86
2017,99
2017,95
2017,99
2017,80
2017,96
2017,97
2017,65
2017,96
2017,90
